product_id,batch_id,name,brand,category,subcategory,retailer,market,article_number,price,currency,dimensions,availability,official_url,verified_on
BAYTI-0337,BATCH-13,Willow Coffee Table Wood - Off White,Pan Home,Living room,Coffee table,Pan Home Saudi Arabia,Saudi Arabia,041JTI7000152,,,,,https://www.panhomestores.com/ksa_en/willow-coffee-table-wood-off-white-041jti7000152,2026-07-16
BAYTI-0338,BATCH-13,Warren Sideboard with Mirror High Gloss - Light Grey,Pan Home,Dining room,Sideboard with mirror,Pan Home Saudi Arabia,Saudi Arabia,025YGA8200562,,,,,https://www.panhomestores.com/ksa_en/warren-sideboard-with-mirror-high-gloss-light-grey-025yga8200562,2026-07-16
BAYTI-0339,BATCH-13,Hines Coffee Table Wood - White,Pan Home,Living room,Coffee table,Pan Home Saudi Arabia,Saudi Arabia,041JTI0800050,,,,,https://www.panhomestores.com/ksa_en/hines-coffee-table-wood-white-041jti0800050,2026-07-16
BAYTI-0340,BATCH-13,Parsifal Coffee Table Wood - Brown,Pan Home,Living room,Coffee table,Pan Home Saudi Arabia,Saudi Arabia,041ANA1900007,,,,,https://www.panhomestores.com/ksa_en/parsifal-coffee-table-wood-brown-041ana1900007,2026-07-16
BAYTI-0341,BATCH-13,Mirren Coffee Table with 2 Drawers - Light Brown & Black,Pan Home,Living room,Coffee table,Pan Home Saudi Arabia,Saudi Arabia,041MFE7300008,,,,,https://www.panhomestores.com/ksa_en/mirren-coffee-table-with-2-drawer-light-brown-black-041mfe7300008,2026-07-16
BAYTI-0342,BATCH-13,Spiva Coffee Table Solid Wood Large - Natural,Pan Home,Living room,Coffee table,Pan Home Saudi Arabia,Saudi Arabia,041JTI0500292,,,,,https://www.panhomestores.com/ksa_en/spiva-coffee-table-solid-wood-large-natural-041jti0500292,2026-07-16
BAYTI-0343,BATCH-13,Simona Sideboard with 4 Doors Ceramic - Black & Gold,Pan Home,Dining room,Sideboard,Pan Home Saudi Arabia,Saudi Arabia,025DSF1000025,,,,,https://www.panhomestores.com/ksa_en/simona-sideboard-with-4-door-ceramic-black-gold-025dsf1000025,2026-07-16
BAYTI-0344,BATCH-13,Bonhila Sideboard with 4 Doors Veneer - Beige,Pan Home,Dining room,Sideboard,Pan Home Saudi Arabia,Saudi Arabia,025FHY1000093,,,,,https://www.panhomestores.com/ksa_en/bonhila-sideboard-with-4-door-veneer-beige-025fhy1000093,2026-07-16
BAYTI-0345,BATCH-13,Pablo Coffee Table Set of 3 Concrete - Light Grey & Terracotta,Pan Home,Living room,Coffee table set,Pan Home Saudi Arabia,Saudi Arabia,041TMP8200052,,,,,https://www.panhomestores.com/ksa_en/pablo-coffee-table-set-of-3-concrete-light-grey-terracotta-041tmp8200052,2026-07-16
BAYTI-0346,BATCH-13,Merla Sideboard with 4 Doors Sintered Stone - Beige & Black,Pan Home,Dining room,Sideboard,Pan Home Saudi Arabia,Saudi Arabia,025BCE1000014,,,,,https://www.panhomestores.com/ksa_en/merla-sideboard-with-4-door-sintered-stone-beige-black-025bce1000014,2026-07-16
BAYTI-0347,BATCH-13,Kira Coffee Table Marble - Beige & Brown,Pan Home,Living room,Coffee table,Pan Home Saudi Arabia,Saudi Arabia,041VCN1000010,,,,,https://www.panhomestores.com/ksa_en/kira-coffee-table-marble-beige-brown-041vcn1000010,2026-07-16
BAYTI-0348,BATCH-13,Glanvill Coffee Table Set of 2 Round - Grey,Pan Home,Living room,Coffee table set,Pan Home Saudi Arabia,Saudi Arabia,041ZDE0500055,,,,,https://www.panhomestores.com/ksa_en/glanvill-coffee-table-set-of-2-round-grey-041zde0500055,2026-07-16
BAYTI-0349,BATCH-13,Venker Coffee Table Set of 2 Square - Natural,Pan Home,Living room,Coffee table set,Pan Home Saudi Arabia,Saudi Arabia,041ZDE0800052,,,,,https://www.panhomestores.com/ksa_en/venker-coffee-table-set-of-2-square-natural-041zde0800052,2026-07-16
BAYTI-0350,BATCH-13,Truman 1+2 Coffee Table Set Wood - Brown & Black,Pan Home,Living room,Coffee table set,Pan Home Saudi Arabia,Saudi Arabia,041MEU1900001,,,,,https://www.panhomestores.com/ksa_en/truman-1-2-coffee-table-set-wood-brown-black-041meu1900001,2026-07-16
BAYTI-0351,BATCH-13,Venker Coffee Table Set of 2 Square - Dark Grey,Pan Home,Living room,Coffee table set,Pan Home Saudi Arabia,Saudi Arabia,041ZDE0500053,,,,,https://www.panhomestores.com/ksa_en/venker-coffee-table-set-of-2-square-brown-041zde0500053,2026-07-16
