product_id,batch_id,name,brand,category,subcategory,retailer,market,article_number,price,currency,dimensions,availability,official_url,verified_on
BAYTI-0187,BATCH-08,Capitonne 3 Seater Sofa,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032BWF1000249,,,,,https://www.panhomestores.com/ksa_en/capitonne-3-seater-sofa-032bwf1000249,2026-07-16
BAYTI-0188,BATCH-08,Stome 3 Seater Sofa - Beige,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032BWF1000263,,,,,https://www.panhomestores.com/ksa_en/stome-3-seater-sofa-beige-032bwf1000263,2026-07-16
BAYTI-0189,BATCH-08,Kingdom 3 Seater Sofa - Beige,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032BWF1000099,,,,,https://www.panhomestores.com/ksa_en/kingdom-3-seater-sofa-beige-035bwf1000099-parent,2026-07-16
BAYTI-0190,BATCH-08,Teek 3 Seater Sofa - Grey,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032JXD2000139,,,,,https://www.panhomestores.com/ksa_en/teek-3-seater-sofa-grey-032jxd2000139-parent,2026-07-16
BAYTI-0191,BATCH-08,Glue 3 Seater Sofa,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032BWF2000244,,,,,https://www.panhomestores.com/ksa_en/glue-3-seater-sofa-032bwf2000244,2026-07-16
BAYTI-0192,BATCH-08,Shelon 2 Seater Sofa - Beige,Pan Home,Living room,2-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032MZS1000197,,,,,https://www.panhomestores.com/ksa_en/shelon-2-seater-sofa-beige-032mzs1000197-parent,2026-07-16
BAYTI-0193,BATCH-08,Mover 3 Seater Sofa,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032JSN0800198,,,,,https://www.panhomestores.com/ksa_en/mover-3-seater-sofa-032jsn0800198-parent,2026-07-16
BAYTI-0194,BATCH-08,Lilac 2 Seater Sofa,Pan Home,Living room,2-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032HSC8200021,,,,,https://www.panhomestores.com/ksa_en/lilac-2-seater-sofa-032hsc8200021-parent,2026-07-16
BAYTI-0195,BATCH-08,Arros 3 Seater Sofa - Grey,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032AZA7000515,,,,,https://www.panhomestores.com/ksa_en/arros-3-seater-sofa-grey-032aza7000515-parent,2026-07-16
BAYTI-0196,BATCH-08,Otic 3 Seater Sofa - Dark Blue,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032AZA1000512,,,,,https://www.panhomestores.com/ksa_en/otic-3-seater-sofa-dark-blue-032aza1000512-parent,2026-07-16
BAYTI-0197,BATCH-08,Royalstar 3-Seater Sofa - Light Grey,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032AZA1000518,,,,,https://www.panhomestores.com/ksa_en/royalstar-3-seater-sofa-light-grey-032aza1000518-parent,2026-07-16
BAYTI-0198,BATCH-08,Batleno 3 Seater Sofa - Dark Brown,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032JXD1000279,,,,,https://www.panhomestores.com/ksa_en/batleno-3-seater-sofa-dark-brown-032jxd1000279-parent,2026-07-16
BAYTI-0199,BATCH-08,Niue 4 Seater Sofa - Light Grey,Pan Home,Living room,4-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032JXD8200243,,,,,https://www.panhomestores.com/ksa_en/niue-4-seater-sofa-light-grey-032jxd8200243-parent,2026-07-16
BAYTI-0200,BATCH-08,Tokelau 3 Seater Sofa - Cream,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032JXD4800241,,,,,https://www.panhomestores.com/ksa_en/tokelau-3-seater-sofa-cream-032jxd4800241,2026-07-16
BAYTI-0201,BATCH-08,Rainshade 3 Seater Sofa - Beige,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032MZS1000280,,,,,https://www.panhomestores.com/ksa_en/rainshade-3-seater-sofa-beige-032mzs1000280-parent,2026-07-16
BAYTI-0202,BATCH-08,Nairnook 3 Seater Sofa - Beige,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032BWF1000362,,,,,https://www.panhomestores.com/ksa_en/nairnook-3-seater-sofa-beige-032bwf1000362-parent,2026-07-16
BAYTI-0203,BATCH-08,Neospace 3 Seater Sofa - Beige,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032MZS1000292,,,,,https://www.panhomestores.com/ksa_en/neospace-3-seater-sofa-beige-032mzs1000292-parent,2026-07-16
BAYTI-0204,BATCH-08,Ironwood 3 Seater Sofa - Beige,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032BWF1000357,,,,,https://www.panhomestores.com/ksa_en/ironwood-3-seater-sofa-beige-032bwf1000357,2026-07-16
BAYTI-0205,BATCH-08,Vidar 3 Seater Sofa - Beige,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032CYB1000077,,,,,https://www.panhomestores.com/ksa_en/vidar-3-seater-sofa-beige-032cyb1000077,2026-07-16
BAYTI-0206,BATCH-08,Verta 3 Seater Sofa - Beige,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032JXD1000301,,,,,https://www.panhomestores.com/ksa_en/verta-3-seater-sofa-beige-032jxd1000301-parent,2026-07-16
BAYTI-0207,BATCH-08,Hustler Single Seater Sofa - Beige,Pan Home,Living room,single-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032MZS1000208,,,,,https://www.panhomestores.com/ksa_en/hustler-single-seater-sofa-beige-032mzs1000208-parent,2026-07-16
BAYTI-0208,BATCH-08,Bloth 4 Seater Sofa - Grey,Pan Home,Living room,4-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032MZS2000182,,,,,https://www.panhomestores.com/ksa_en/bloth-4-seater-sofa-grey-032mzs2000182-parent,2026-07-16
BAYTI-0209,BATCH-08,Etruscan 4 Seater Sofa - Beige,Pan Home,Living room,4-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032AAA1000043,,,,,https://www.panhomestores.com/ksa_en/etruscan-4-seater-sofa-beige-032aaa1000043-parent,2026-07-16
BAYTI-0210,BATCH-08,Baskin 3 Seater Sofa - Grey,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032ZJC2000025,,,,,https://www.panhomestores.com/ksa_en/baskin-3-seater-sofa-grey-032zjc2000025-parent,2026-07-16
BAYTI-0211,BATCH-08,Dozen 2 Seater Sofa,Pan Home,Living room,2-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032VCL1000024,,,,,https://www.panhomestores.com/ksa_en/dozen-2-seater-sofa-032vcl1000024-parent,2026-07-16
BAYTI-0212,BATCH-08,Rocan 4 Seater Sofa - Beige,Pan Home,Living room,4-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032MZS1000175,,,,,https://www.panhomestores.com/ksa_en/rocan-4-seater-sofa-beige-032mzs1000175-parent,2026-07-16
BAYTI-0213,BATCH-08,Shelob 2 Seater Sofa - Beige,Pan Home,Living room,2-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032MZS1000201,,,,,https://www.panhomestores.com/ksa_en/shelob-2-seater-sofa-beige-032mzs1000201-parent,2026-07-16
BAYTI-0214,BATCH-08,Node 2 Seater Sofa - Beige,Pan Home,Living room,2-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032MZS1000237,,,,,https://www.panhomestores.com/ksa_en/node-2-seater-sofa-beige-032mzs1000237,2026-07-16
BAYTI-0215,BATCH-08,Polo 2 Seater Sofa,Pan Home,Living room,2-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032GGN1000002,,,,,https://www.panhomestores.com/ksa_en/polo-2-seater-sofa-032ggn1000002-parent,2026-07-16
BAYTI-0216,BATCH-08,Wiggleseat 2 Seater Sofa - Grey & White,Pan Home,Living room,2-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032MZS2000286,,,,,https://www.panhomestores.com/ksa_en/wiggleseat-2-seater-sofa-grey-white-032mzs2000286,2026-07-16
